ulasan bersih,sentimen
sisa saldo tahan gabisa tarik mobile bank lai tidak gtu haduh,netral
baru daftar tabung bank mandiri alamat beda alamat kirim kartu atm gmn pindah,netral
aplikasi livin pas buka henti jaring aman,netral
pelihara rutin jam malam jam pagi pelihara pelihara rutin malam jam oke tunggu tgl jam parah jelek banget lu bank mandiri kyak gin lu bank negeri noh liat bank belah bank bca swasta aman tidak pelihara tidak lu pelihara ntah pelihara eror pelihara kecewa berat sumpah,negatif
haloo livin tidak bisa transfer,negatif
gwa top kali masuk kali saldo udah kurang via doku va agregator karna kerja males sumpah pakai mandiri,positif
malam jam bawah gangunan teransaki apa gagal lebih bantu,negatif
mandiri ganggu tolong sistem baik,positif
baguss baguss,netral
repot tinggal zaman aplikasi mbanking bisa verifikasi akses login pake fitur kode otp email whatsapp verifikasi data cs livin hrs input kartu debit kartu expired udah tidak opsi utk login install ulang transaksi malam tidak bisa cabang utk bikin kartu baru gw tidak butuh kartu butuh login livin ribet jadul,negatif
banget saldo kurang bulan kadang kali transaksi tidak beda potong pajakknp yatolong baik ngeri nyimpen uang livin mandiri,positif
layan bank mandiri tidak kayak dlu kecewa conter kali tuker uang tidak kmaren tglmaret tuker selesai print tuker diam mgkn karna hrs konfirmasi dlu suruh tanah abang dlm hati tidak kerja buka suruh tanah abang untung pindah lain hati kecewa kurang,negatif
ganti hp ganti email direstart pindah hp lainuda kode otp ngak bisaanehmalah bikin mumet aplikasi eror,netral
tidak bisa masuk udah ngikutin arah,negatif
terimakasih,netral
moga percaya utk butuh bidang uang,netral
bagus,positif
payah sangat payahudah hasil kumpul bank likuidasi tingkat hancur pelayananatm terbatasmesin tua rusakudah pake mobile banking pelihara melulupak prabowo tutupnajalah ini bankalihkan taspen le btpn aja,netral
oke,netral
pelihara tolong pemberitahuan pas buka livin baru pemberitahuan transaksi malam sangat ganggu,netral
aplikasi babi top susah,positif
sangat bermanfaattransaksi mudahtop mantap best,positif
bos dana sy gagal transaksi ambil uangy,negatif
susah buka aplikasinyapadahal jaring internet bagus,positif
tolong pinjam angunan serba tampil fitur app,netral
good,netral
mantul,positif
mudah smua layan tq bank mandiri pokokee best,netral
tidak bisa login,negatif
bagus udah nggak update,positif
ksm sekrng sudh tidak aplikasi untk memunculkn menu ksm gmna min,netral
bagus,positif
lelet banget buka aplikasinya_,netral
loading bikin darah,netral
aplikasi sangat bantu,netral
aplikasi sangat bantu transaksi login lot,netral
,netral
sangat bantu,netral
sangat bantu,netral
oke,netral
sangat puas paket living,positif
suka banget,positif
sangat bagus,positif
menu simple mudah,netral
gabisa download sih,netral
good,netral
potong biaya adm kartu debit bln kali potong biaya admin rekening mles bnyak saldo mandiri mending dpet duit langsung oper,netral
mantap,positif
gimana baharu,netral
oke,netral
lot anying,netral
aplikasi tidak bisa buka,negatif
muncul hapus riwayatsetelah kosong riwayat eeh tidak bisa buka living mandiri coba kali muncul kosong riwayat,negatif
mantap,positif
sangat bantu dlm transaksi lebih nyaman aman,netral
cepat laa update,positif
oke,netral
aplikasi parah udah x verifikasi wajah tetep tidak deteksi kantor cabang coba sana tetep tidak bisa verifikasi wajah,negatif
bug maintenance tolong baik,positif
tidak livin paylater,netral
mksh bos livin kembli normalsangat bantu hutan,netral
bagus,positif
sangat bagus pakai gai perlu trangsaksi,positif
mandiri gajelas sistem duit duit masuk nyadah gitu tidak bisa liat duit transfer,negatif
bagus,positif
maaf livin tidak bisa buka yaa,negatif
livin nih udah tidak bisa buka baik sistem bisa buka coba kantor cabang tidak bisa buka,netral
sangat bagus,positif
aprikasi bagus nyaman pakai,positif
versi lawas,netral
layan sangat baik,positif
baik,positif
livin knpa yah g bisa bukaaudah update tetep g bisa kebukaada tidak si,netral
ku hapus download ulang tidak bisa login maret pas,negatif
admin rp bulan kali indonesia,netral
pagi aplikasi tidak bisa buka dah instal ulang tidak bisa ampun dah,negatif
fiturnya lengkap,netral
aplikasi tidak top ewallet apa tidak bisa transfer bank mandiri tidak bisa error tidak bisa bikin aplikasi tidak bikin aplikasi,negatif
aplikasi uninstal karna kendala download pas login tidak bisa gimn atas,negatif
gara gara aplikasi eror ganti bank udah hapus data tetep tidak bisa udah un install download tetep tidak bisa udah kirim email mandiricare tidak respon duh nyesel,negatif
bagus,positif
pake rom resmi cuman beda regional tetep mental tidak bisa dipake,negatif
macet,netral
aplikasi sangat rekomendasi,netral
livin logout tidak bisa masuk,negatif
mantul,positif
tidak aplikasi pas butuh transfer gagal blokir livin mandiri nunggu aktifin udah nunggu tetep tidak bisa masuk aplikasi tolong baik guna livin,negatif
good,netral
susah buka force close aplikasi tidak update lancar,positif
g bisa buka,netral
sangat baikseharusnya limit bisa ubah,netral
akun livin tidak aktif aktif,netral
log pake device baru verifikasi wajah gagal mulu bikin gondok karna kantor pake mandiri udah ogah pake ribet,negatif
oke,netral
kecewa error admin tidak merespon,negatif
aplikasi simple bagus,positif
sangat bantu,netral
transfer dana nggak bisa yaa,netral
aplikasi cukup mudah tarik,netral
kendala,netral
aplikasi livin sangat bagus dukung lancar anggota,positif
lancar livin,positif
aplikasi lambat pdhl jaring bagus gbisa msok muter,netral
aplikasi livin sangat kecewa aplikasi buka jaring kencang transfer ngak bisa mandiri baru aplikasi kastemernya pergi bank salah fatal,negatif
puas,positif
livin mandiri parah jelek canggihsemenjak ganti nomer telpon livin mandiri sya eror tidak bisa buka eror tidak bisasudah x bank mandirics langsung tetep tidak bisa buka jugajawaban cs suruh nunggu sjabank belah ganti nomer telepon langsung bisa bukaeh mandiri aneh tidak canggih,negatif
baik dri kemarin ng kelar,positif
aplikasi error mulu buka pas transfer loading mulu notif hasil hubung pdhl koneksi baik sy cb ulang sy cb ngetes buka aplikasi mbanking bank far good tidak da kendala tolong baik,netral
bintang sekrng turunin bintang semenjak ganti hp daftar kendala verifikasi wajah gx bisa bisa baca maaf bisa ambil foto wajah pas vermuk gx bisa bisa baca udah kali kantor cabang bank mandiri tetep gx hasil kecewa banget aplikasi,negatif
daftar lupa nomor kartu,netral
deskripsi sangat wakil,netral
terimakasih layan good job,netral
hellokenapa sy tidak bisa update livin gagal coba minggu coba update gagal ada bisa bantu,negatif
asli bagus,positif
mandiri finance bikin sulit ajah ngelapor kait proses tahan tidak bisa lapor cs finance tidak bisa lapor suruh nunggu kerja deadline fungsi support service cuman nunggu nama konsultasi support tolong livin mandiri bisa lebih benah karna support mu tidak fungsi cuman konsultasi bisa ngebantu bikin lapor,negatif
hebat lebih simpel,netral
update kali hilang data suruh isi data tolong admin perhati,netral
sangat baik,positif
sangat bagus,positif
cepat,positif
baik sangat suka,positif
mudah transfer,netral
good,netral
login coba livin mandiri,netral
sangat mudah sangat batu tks,netral
piksel,netral
aplikasi bagus,positif
habis baruh susah login,netral
nih aplikasi eror cobak perbaikin aplikasi,netral
tidak undi dri livin tgl maret takut kn tipu,netral
aplikasi bagussngat bantu sytrimakasih,netral
scan wajah gagal mulu,negatif
go jop,netral
sangat bagus,positif
oke oke tidak masalah,netral
cukup lumayan bagus aplikasi,positif
maintenain susah malam payah,netral
bikin pusing livin mandirikalo kaga sop ogah pake nyasering eror pas pake bikin pusingsampe blum bisa buka livin,netral
stia transver reversal mulu payah,netral
transaksi ganggu aplikasi tidak,netral
banyak offline nyusahin,netral
good,netral
livin mandiri tidak sahabat rtp bulan livin mandiri rtp sy bank mandiri dekat bs buka habis sy tlpn pusat nyuruh hub bank mandiri dekat piye,netral
ganggu,netral
tidak bisa loading layan tidak sedia gimna livin tidak nyaman,negatif
mantap daftar online tidak pake ribet kartu debit rumah terimaksi bank mandirimntap,positif
livini mandiri lengkapmudah aplikasi jam malam ganggu livini mandiri recommended sih,positif
ganti pasword melulu ribet,netral
aplikasi sih allah jaring bagus loading banget daftar baik tolong mandiri cari,positif
verifikasi wajah sangat susah livin mandiri verifikasi wajah gagal,negatif
baik alami bug mana tidak bisa buka aplikasi pasti jaring device baik,netral
bagus,positif
bikin bank mandiri online pakai hp temen login hp kartu bank hp fitur login gmna tuh,netral
bisa buka,netral
livin best,netral
sangat bantu,netral
gilir butuh elor aneh butuh elor livin busuk coba gilir butuh bagus,positif
tahap coba enak,netral
baguuss,netral
akun baru gabisa ngulang gasengaja menu ngulang pas proses tlfon masuk ngulang,netral
livin susah eror kaga ngartii dah,netral
gimana aju pinjam livin udah karyawan pt mandiri livin tidak produk pinjam cabang nunggu surat aju turun,netral
sangat bantu,netral
aplikasi sangat bantu transaksi mudah nasabah,netral
aplikasi gampang buka error loading tidak bisa buka sinyal internet bagus aplikasi livinnya diupdate transfer keluarga kampung,negatif
muas,netral
mohon baik sistem layan livin mandiri kecewa karna sy nasabah mandiri buka livin tidak bisa minggu terimakasih,negatif
lebih praktis cepet,netral
terima kasih livin mandiri sangat bantu,netral
lebih baik pindah bca livin banyak ganggu,positif
,netral
good,netral
sangat suka,positif
baik,positif
sangat bantu,netral
aplikasi bantu banget,netral
mantap,positif
apaann debit tanggal kali bulan bikin tidak betah pake mandiri duit masuk kena debit,netral
oke cepat lebih mudah,positif
jadi bank mandiri baik depan,positif
mantap,positif
aplikasi knapa yaa update dri kemaren kaga bisa lalu wifi data kaga bisa livin mandiri tolong,netral
tidak bisa buka,negatif
baik,positif
bantuansetahun perna terima admin lunas pajak lunas tidak biaya bayar mohon bantu bukti simpan,netral
macet alias tidak bisa buka,negatif
update,netral
aplikasi tidak bisa jelek cek saldo tidak bisa masuk,negatif
bguss,netral
puas,positif
setor tunai uang tidak saldo tidak masuk dah bilang proses,netral
good,netral
mandiri loading nidari smlm tidak bisa,negatif
bayar tiket woi aplikasi sampah top tidak bisa udah,negatif
livin yatiap masuk tidak bisa buka aplikasi dri,negatif
jaringn wifi tidak bisa pake data bca normal livin tidak baca internetnya tidak pas update,negatif
hapus nyusahin nasabah tidak bisa kedip sama tidak bisa login tlp cabang dekat tidak bisa ngabisin pulsa buang butuh solusi kendala atas arah hubung hubung,negatif
mulumuter mulu loading nyapindah bank,netral
sangat bantu transaksi,netral
tidak bisa transfer,negatif
ni tim livin dah bisa tidak si resin banget jir gua gabisa buka akun tau,netral
suka,positif
livin masuk tanggal lahir gabisa gabisa pencet gimana kak,netral
aplikasi jelek bikin rekening ribet jenis kerja tidak sesuai swap foto susah ampun jelek tidak remocomendasi lebih baik pake bca cepet ribet,negatif
aplikasi sampahamat sangat super banget kecewa kesini ancur transaksi malam pending maintenance maintenance parah beda bank online jam super buruk nilai bawah kasih nilai persen rekeningmikir x pakai mandiri bisnis lebih baik bank bisnis kendala,negatif
oke baik sangat bantu,positif
sangat membantudan mudah transaksi,netral
lot,netral
mohon maaf ketidaknyamanan prett,netral
potong rekening tgl maren tgl maret potong abis potong rutin bnget pajak,netral
bagus,positif
bagus,positif
bank swasta kali tidak ribet registrasi mobile banking,netral
kendala selesai solusi tidak bisa masuk kendala login datengin cabang dekat ubah nomor hp baru nomor tidak disuru nunggu coba terus tidak ngaruh,negatif
uiux enak min rp,netral
terimah kasih sangat bantu,netral
bagus potong,positif
login tidak bsa bisa parah skli aplikasi skrg layan tidak sedia mksdnya gimna kluar masuk update tidak bsa,negatif
livin ku ng bisa loading yah,netral
living susah masukpadahal udah uninstal tetep susahdan email jugamohon baik,positif
baik,positif
oke,netral
error ros,negatif
update aplikasi force close,netral
bagus sangat bantu,positif
shiipp,netral
aplikasi gabisa buka cuman loading screen edit bisa ku fiks freeze aplikasi unfreeze hapus cache aplikasi moga bantu,netral
,netral
sangat batu makasih bank living mandiri,netral
nyaman error stuck tidak bisa buka,negatif
gabisa tranfer mana notif transaksi gagal potong biaya transaksi gagal maksud tidak kasih rincian transaksi main potong,negatif
gemoi,netral
hebat,netral
baguss sayang error baru baru baru,negatif
kirim uang lebih mudah,netral
jelekerorr,negatif
eror,netral
apdet terooss,netral
oke,netral
livin kak tulis tidak bisa hubung mohon informasi thanks,negatif
ngehapus daftar kontak transfer tidak pakai sulit ampunsudah tahun tidak kunjung baik uang korupsi kaya bank bjb yah kacau ajah sih,positif
lot pol gajelas,netral
lebih baik mudah min bantu upgrade saldo sembunyikanmrnu utama da sembunyi pakai gambar mata transfer notif layar blmsoalnya trasfer isi saldo kawan kepomasih pripasi tunggu next apdetenyasebunyikan isi saldo klu pingin lihat klik ganbar mata tq,positif
saldo tahan kali angsur pemberitahuanpadahal wajib tidak telat kali saldo saldo tahan butuh uang,netral
lancar,positif
malam hgg loading yah sangat hambat transaksi,netral
akun tidak bisa login,negatif
uang rb transfer gagal saldo potong balikin kaga aplikasi sial,negatif
aplikasi sangat muas,netral
muat data updatenya besar,netral
baik menentulan kipra,positif
gara gara livin susah banget masuk cs x tetep tidak bisa tidak pake livin pikir tidak pake mandiri susah banget ribet,negatif
aplikasi super lot sejarah wajar usaha milik negara kualitas loyo buruk,negatif
mbanking susah nasabah livin eror tidak masuk loading mulu,netral
app sangat baguss,netral
bs buka baru bs pilih baru,netral
livin verifikasi tidak bisa tidak bisa masuk aplikasi,negatif
verifikasi wajah berkalikali gagal kece ulang pakai aplikasi,negatif
puas,positif
banget error lu sistem urgent pake jd makan wktu bnyk banget byr pake va susah x detect bisa tidak bkin simple bantu gtu jgn sampe nyesel nih pake mandiri,negatif
aplikasi tolol,netral
tolong bantu gaji bank aplikasi tidak bisa buka karna pakai tidak aktif bisa orang tua ambil uang bank tidak bisa ambil kartu atm,negatif
respon,netral
sms banking susah buka mohon bantuanya,netral
lapor bayar tunda maret proses maret uang kembali sistem masalah nasabah rugi usaha gede kaya gin sih kembaliin uang nasabah susah kasih bintang uang terimakasih,netral
bagus,positif
livin henti,netral
coba daftar tidak,netral
gajelas ribet,netral
oke,netral
lelet,netral
verifikasi wajah coba mintol mudah udah sampe minggu gagal kc dekat hasil nihil info security cs wajah kaya ktp sampe kumis jenggot cukur gagal udah putus asa,negatif
lot tidak kaya repot,netral
oke,netral
bisa min aju ksm bank mandiritrimkasih min,netral
kemarin aplikasi tidak bisa buka hp redmi baik gimana mohon info,netral
koq suka yach buka livin suruh update udah update tidak bisa installsuruh coba udah coba hari kemarin tanggall sampe tggl yach,netral
